uf;municipio_cod;municipio_nome;escola_cod;escola_nome;ideb
MT;5108402;Várzea Grande;51043203;ESCOLA ESTADUAL PROF MARIA DA CUNHA BRUNO;-
MT;5108402;Várzea Grande;51043211;EE MARIA LEITE MARCOSKI;-
MT;5108402;Várzea Grande;51043360;ESCOLA DE EDUCACAO BASICA ROBERTO COCHRANE SIMONSEN - SESIESCOLA - VG;4,6
MT;5108402;Várzea Grande;51043378;EE JOSE LEITE DE MORAES;-
MT;5108402;Várzea Grande;51043394;EE PROF ELMAZ GATTAS MONTEIRO;-
MT;5108402;Várzea Grande;51043408;EE NADIR DE OLIVEIRA;-
MT;5108402;Várzea Grande;51043416;EE PROF HONORIO RODRIGUES AMORIM;3,2
MT;5101605;Barão de Melgaço;51043858;EE CIRO SIQUEIRA GONCALVES;-
MT;5101605;Barão de Melgaço;51043882;EE CEL ANTONIO PAES DE BARROS;-
MT;5101605;Barão de Melgaço;51043947;EE MARIA S PEIXOTO MOURA;-
MT;5102504;Cáceres;51044013;EE PROFANA MDAS GRACAS SNORONHA;-
MT;5102504;Cáceres;51044056;EE PROFDEMETRIO COSTA PEREIRA;-
MT;5102504;Cáceres;51044897;EE FREI AMBROSIO;-
MT;5102504;Cáceres;51044900;EE ONZE DE MARCO;-
MT;5102504;Cáceres;51044919;EE SENADOR MARIO MOTTA;2,9
MT;5102504;Cáceres;51045150;COLEGIO ADVENTISTA DE CACERES;4,8
MT;5102504;Cáceres;51045168;IFMT - CAMPUS CACERES;-
MT;5102504;Cáceres;51045206;EE UNIAO E FORCA;3,8
MT;5102504;Cáceres;51045222;EE SAO LUIZ;-
MT;5103437;Curvelândia;51045567;EE BOA ESPERANCA;-
MT;5106505;Poconé;51046440;EE BEL RIBEIRO DE ARRUDA;-
MT;5106505;Poconé;51046458;EE EUCARIS NUNES CUNHA MORAIS;-
MT;5106505;Poconé;51046636;EE DOM FRANCISCO DE AQUINO CORREA;-
MT;5102678;Campo Verde;51046717;EE ALICE BARBOSA PACHECO;-
MT;5102678;Campo Verde;51046857;EE WALDEMON MORAES COELHO;-
MT;5107040;Primavera do Leste;51046903;EE PROF ALDA GAWLINSKI SCOPEL;-
MT;5107040;Primavera do Leste;51047110;EE MONTEIRO LOBATO;-
MT;5101209;Araguainha;51047209;EE RUI BARBOSA;3
MT;5103908;General Carneiro;51047322;EE DRJOAO PONCE DE ARRUDA;-
MT;5104203;Guiratinga;51047454;EE PEDRO FERREIRA;-
MT;5104203;Guiratinga;51047462;EE DMARIA DE LOURDES RIBEIRO FRAGELLI;-
MT;5106653;Pontal do Araguaia;51047934;EE SAO MIGUEL;-
MT;5106703;Ponte Branca;51047942;EE SAO DOMINGOS SAVIO;-
MT;5107008;Poxoréu;51048515;EE JOAO PEDRO TORRES;-
MT;5107008;Poxoréu;51048582;EE PE CESAR ALBISETTI;-
MT;5107008;Poxoréu;51048671;EE PRESIDENTE DUTRA;2,1
MT;5107198;Ribeirãozinho;51048760;EE ALEXANDRE LEITE;-
MT;5108204;Torixoréu;51049279;EE ARTHUR DA COSTA E SILVA;-
MT;5103601;Dom Aquino;51049503;EE DOM AQUINO;-
MT;5104609;Itiquira;51049848;EE DOM AQUINO CORREA;-
MT;5104609;Itiquira;51049880;EE BONIFACIO SACHETTI;-
MT;5104807;Jaciara;51049961;EE ANTONIO FERREIRA SOBRINHO;3,4
MT;5104807;Jaciara;51050064;EE MILTON DA COSTA FERREIRA;-
MT;5105200;Juscimeira;51050145;EE ANTONIO JOSE DE LIMA;-
MT;5105200;Juscimeira;51050293;EE SEN FILINTO MULLER;2,2
MT;5105200;Juscimeira;51050358;EE SANTA ELVIRA;3,3
MT;5105200;Juscimeira;51050480;EE DOM VUNIBALDO;-
MT;5105200;Juscimeira;51050498;EE JOAO MATHEUS BARBOSA;-
MT;5106372;Pedra Preta;51050765;EE 13 DE MAIO;-
MT;5107404;São Pedro da Cipa;51051141;EE IR MIGUELINA CORSO;3
MT;5107602;Rondonópolis;51051192;CASINHA FELIZ CENTRO DE ENSINO SC;5,4
MT;5107602;Rondonópolis;51051273;CENTRO INTEGRADO DE ENSINO 1 E 2 GRAUS;-
MT;5107602;Rondonópolis;51051311;EE RAMIRO BERNARDO DA SILVA;-
MT;5107602;Rondonópolis;51051788;EE LUCAS PACHECO DE CAMARGO;-
MT;5107297;São José do Povo;51051796;EE LUDOVICO VIEIRA CAMARGO;3,5
MT;5107602;Rondonópolis;51051893;EE ADOLFO AUGUSTO DE MORAES;-
MT;5107602;Rondonópolis;51051907;EE ANTONIO G BALBINO;2,8
MT;5107602;Rondonópolis;51051915;EE JOAQUIM NUNES ROCHA;-
MT;5107602;Rondonópolis;51051923;EE LA SALLE;4,7
MT;5107602;Rondonópolis;51051931;EE MARECHAL DUTRA;-
MT;5107602;Rondonópolis;51051940;EE PINDORAMA;-
MT;5107602;Rondonópolis;51051966;EE MAJOR OTAVIO PITALUGA;-
MT;5107602;Rondonópolis;51051982;EE D WUNIBALDO TALLEUR;2,6
MT;5107602;Rondonópolis;51052296;EE PROFELIZABETH DE FREITAS MAGALHAES;-
MT;5107602;Rondonópolis;51052423;EE ANDRE ANTONIO MAGGI;-
MT;5107602;Rondonópolis;51052768;EE PROFMARIA ELZA FERREIRA INACIO;-
MT;5107602;Rondonópolis;51052776;EE DANIEL MARTINS MOURA;-
MT;5107602;Rondonópolis;51052792;EE DOMINGOS APARECIDO DOS SANTOS;-
MT;5100300;Alto Araguaia;51052890;EE CARLOS HUGUENEY;-
MT;5100300;Alto Araguaia;51052903;EE ARLINDA PESSOA MORBECK;-
MT;5100409;Alto Garças;51053179;EE DR YTRIO CORREA;-
MT;5100607;Alto Taquari;51053403;EE CARLOS IRIGARAY FILHO;-
MT;5107875;Sapezal;51053624;INSTITUTO PRESBITERIANO DE EDUCACAO SIMONTON-UNIDADE SAPEZAL;6,3
MT;5107875;Sapezal;51053640;EE ANDRE ANTONIO MAGGI;-
MT;5108105;Tesouro;51053675;EE XV DE OUTUBRO;4,2
MT;5106851;Porto Estrela;51054361;EE REGINA TENORIO DE OLIVEIRA;-
MT;5107602;Rondonópolis;51054531;EE PROF AMELIA DE OLIVEIRA SILVA;-
MT;5108402;Várzea Grande;51056780;EE JULIO STRUBING MULLER;-
MT;5103858;Gaúcha do Norte;51057166;EE GERVASIO DOS SANTOS COSTA;-
MT;5107909;Sinop;51058219;COLEGIO REGINA PACIS;6,2
MT;5103403;Cuiabá;51058715;EE PROF RAFAEL RUEDA;-
MT;5103403;Cuiabá;51058758;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;4,4
MT;5103403;Cuiabá;51059673;EE PE WANIR DELFINO CESAR;3,8
MT;5106224;Nova Mutum;51060035;COLEGIO PIAGET-BESS EISELE LTDA ME;-
MT;5105606;Matupá;51061180;COLEGIO CEI - CENTRO EDUCACIONAL INTEGRADO DE MATUPA;5,8
MT;5102678;Campo Verde;51061929;EE ULISSES GUIMARAES;-
MT;5105606;Matupá;51062283;EE JARDIM DAS FLORES;-
MT;5104526;Ipiranga do Norte;51063026;EE ANDRE ANTONIO MAGGI;3,7
MT;5100250;Alta Floresta;51064090;EE DOM BOSCO;4,6
MT;5107925;Sorriso;51064421;EE JOSE DOMINGOS FRAGA;-
MT;5107941;Tabaporã;51064430;EE ZULEIDE DOS SANTOS BARROS;3,6
MT;5103379;Cotriguaçu;51064456;EE SIDNEY CESAR FUHR;3,8
MT;5107040;Primavera do Leste;51064464;EE PAULO FREIRE;2,3
MT;5103403;Cuiabá;51064677;COLEGIO ISAAC NEWTON - CIN ITA MEDICINA - A;7
MT;5103403;Cuiabá;51064685;COLEGIO ISAAC NEWTON - NOTURNO E VESPERTINO;5,2
MT;5108055;Terra Nova do Norte;51064715;EE TERRA NOVA;4
MT;5107602;Rondonópolis;51064740;IFMT - CAMPUS RONDONOPOLIS;5,6
MT;5101803;Barra do Garças;51064758;IFMT - CAMPUS BARRA DO GARCAS;-
MT;5103502;Diamantino;51064901;EE CASTRO ALVES;-
MT;5103502;Diamantino;51064928;EE ANA MARIA TISSIANI DE OLIVEIRA;-
MT;5103502;Diamantino;51065029;EE DECIO LUIZ FURIGO;-
MT;5107602;Rondonópolis;51065088;COOPERATIVA DE ENSINO ALVARES CABRAL;-
MT;5107925;Sorriso;51065339;IFMT - CAMPUS SORRISO;5,2
MT;5106240;Nova Ubiratã;51065622;EE PEDRO BARBOSA;-
MT;5108956;Nova Monte Verde;51065983;EE PROFESSORA NEIDE ENARA SIMA;3,8
MT;5107701;Rosário Oeste;51065991;EE ESTEVAO PEREIRA DE ALMEIDA;-
MT;5105507;Vila Bela da Santíssima Trindade;51066009;EE 11 DE AGOSTO;-
MT;5107305;São José do Rio Claro;51066033;EE SANTANA D AGUA LIMPA;-
MT;5104807;Jaciara;51066297;CENTRO DE ENSINO DE JACIARA LTDA - ESCOLA DOM BOSCO;6,3
MT;5107040;Primavera do Leste;51066610;IFMT - CAMPUS PRIMAVERA DO LESTE;5,4
MT;5102504;Cáceres;51066726;ESCOLA ESTADUAL 12 DE OUTUBRO;-
MT;5100201;Água Boa;51066785;ESCOLA ESTADUAL JARAGUA;4,1
MT;5107040;Primavera do Leste;51066963;ESCOLA ESTADUAL PROFESSORA MARIA SEBASTIANA DE SOUZA;-
MT;5103254;Colniza;51066971;ESCOLA ESTADUAL PEDRO BORGES;-
MT;5103403;Cuiabá;51067242;EE JUAREZ RODRIGUES DOS ANJOS;-
MT;5107958;Tangará da Serra;51067277;IFMT - CAMPUS AVANCADO TANGARA DA SERRA;5,2
MT;5100250;Alta Floresta;51067340;IFMT - CAMPUS ALTA FLORESTA;-
MT;5108402;Várzea Grande;51067366;IFMT - CAMPUS VARZEA GRANDE;-
MT;5107909;Sinop;51067471;PPE - PRINA PITT ESCOLA;-
MT;5107065;Querência;51067846;ESCOLA ESTADUAL 20 DE MARCO;4,5
MT;5107602;Rondonópolis;51067862;EE PROFESSORA EDITH PEREIRA BARBOSA;-
MT;5107925;Sorriso;51067994;ESCOLA ESTADUAL ARLETE MARIA CAPPELLARI;-
MT;5103403;Cuiabá;51068192;COLEGIO E CURSO OLIMPO ENSINO MEDIO;-
MT;5104104;Guarantã do Norte;51086506;ESCOLA ESTADUAL ALBERT EINSTEIN;2,7
MT;5107065;Querência;51086840;ESCOLA ESTADUAL 19 DE DEZEMBRO;-
MT;5105622;Mirassol d'Oeste;51087014;EE MADRE CRISTINA;-
MT;5108402;Várzea Grande;51087383;INSTITUTO VARZEAGRANDENSE DE EDUCACAO;-
MT;5101803;Barra do Garças;51087561;EEB PROF MARIA DE LOURDES HORA MORAES;-
MT;5107578;Rondolândia;51087626;EE OLAVO BILAC;-
MT;5106190;Nova Santa Helena;51087731;EE GRACIA EDMUNDO ZEFERINO;3,9
MT;5108303;União do Sul;51087740;ESCOLA ESTADUAL IVALDINO FRANCIO;2,6
MT;5105259;Lucas do Rio Verde;51088231;CENTRO INTEGRADO EDUCAR;5,4
MT;5108402;Várzea Grande;51088860;EE DUNGA RODRIGUES;-
MT;5106182;Nova Lacerda;51088878;EE HERMES JOSE SILVA;4,2
MT;5101852;Bom Jesus do Araguaia;51088894;EE PROF GERSON CARLOS DA SILVA;-
MT;5102637;Campo Novo do Parecis;51089432;EE PADRE ARLINDO IGNACIO DE OLIVEIRA;-
MT;5107883;Serra Nova Dourada;51089769;EE ANTONIO CARLOS MOURA;-
MT;5107800;Santo Antônio do Leverger;51089874;EE MARIA DE ARRUDA MULLER;-
MT;5104542;Itanhangá;51089980;EE BROMILDO LAWISCH;3,8
MT;5107768;Santa Rita do Trivelato;51089998;EE CANDIDO PORTINARI;3,7
MT;5106315;Novo Santo Antônio;51090058;EE 29 DE SETEMBRO;3,7
MT;5108352;Vale de São Domingos;51090279;ESCOLA ESTADUAL RAINHA DA PAZ;3
MT;5103361;Conquista D'Oeste;51090287;EE CONQUISTA DOESTE;-
MT;5101704;Barra do Bugres;51090457;EE PAULO FREIRE;2,9
MT;5102850;Castanheira;51090465;EE MARIO DE ANDRADE;3,1
MT;5106240;Nova Ubiratã;51090848;ESCOLA ESTADUAL 19 DE DEZEMBRO;-
MT;5103403;Cuiabá;51091321;COLEGIO FATO - COXIPO;4,9
MT;5103403;Cuiabá;51091330;EE PROF JOAO CRISOSTOMO DE FIGUEIREDO;2
MT;5108402;Várzea Grande;51091364;EE JAIME VERISSIMO DE CAMPOS JUNIOR JAIMINHO;-
MT;5106232;Nova Olímpia;51091593;E E REINALDO DUTRA VILARINHO;3,7
MT;5102504;Cáceres;51091747;EE PROFESSOR JOAO FLORENTINO SILVA NETO;-
MT;5108600;Vila Rica;51091917;EE VILA RICA;3,6
MT;5107909;Sinop;51092760;EE PROF EDELI MANTOVANI;-
MT;5105903;Nobres;51092816;EE MARECHAL CANDIDO RONDON;2,9
MT;5103403;Cuiabá;51093103;EE DIVA HUGUENEY DE SIQUEIRA BASTOS;-
MT;5108402;Várzea Grande;51093120;EE PROF MARLENE MARQUES DE BARROS;-
MT;5108402;Várzea Grande;51093138;EE PROFESSORA ELIZABETH MARIA BASTOS MINEIRO;-
MT;5101407;Aripuanã;51093359;EE PROFESSOR ELIDIO MURCELLI FILHO;-
MT;5103254;Colniza;51093499;EE VINICIUS DE MORAES;-
MT;5103403;Cuiabá;51093650;SESIESCOLA LEONOR BARRETO FRANCO;5,1
MT;5107941;Tabaporã;51093723;EE ALFREDO TREUHERZ;-
MT;5103403;Cuiabá;51094061;COLEGIO MAXI;-
MT;5103403;Cuiabá;51094070;EE PADRE FIRMO PINTO DUARTE FILHO;2,7
MT;5107925;Sorriso;51094088;EE CRISTIANO ARAUJO PIRES;3,5
MT;5105101;Juara;51094185;EE NIVALDO FRACAROLLI;-
MT;5106224;Nova Mutum;51094223;EE PADRE JOHANNES BERTHOLD HENNING;-
MT;5103379;Cotriguaçu;51094584;EE ANDRE ANTONIO MAGGI;-
MT;5107909;Sinop;51095017;EE RENEE MENEZES;-
MT;5103700;Feliz Natal;51095025;EE ANDRE ANTONIO MAGGI;-
MT;5100805;Apiacás;51097206;EE PORTAL DA AMAZONIA;3,6
MT;5102504;Cáceres;51097605;Q I CENTRO EDUCACIONAL;-
MT;5106216;Nova Canaã do Norte;51098407;EE IVONE BORKWSKI DE LIMA;4,4
MT;5106422;Peixoto de Azevedo;51100401;EE LEONISIO LEMOS MELO;-
MT;5102678;Campo Verde;51105802;CENTRO INTEGRADO DE ENSINO MEDIO PROGRESSO;6
MT;5102850;Castanheira;51106400;EE PAULO FREIRE;-
MT;5107602;Rondonópolis;51107406;EE FRANCISCA BARROS DE CARVALHO;-
MT;5106158;Nova Bandeirantes;51110024;ESCOLA ESTADUAL CEREJEIRAS;-
MT;5100250;Alta Floresta;51110610;EE JARDIM UNIVERSITARIO;3,9
MT;5103254;Colniza;51111403;ESCOLA ESTADUAL MARIA MIRANDA ARAUJO;-
MT;5103403;Cuiabá;51118815;COLEGIO POENTE;4,6
MT;5107040;Primavera do Leste;51143801;EE CREMILDA DE OLIVEIRA VIANA;-
MT;5106109;Nossa Senhora do Livramento;51168804;EE TEREZA CONCEICAO DE ARRUDA;-
MT;5108907;Nova Maringá;51169819;EE ANGELO MILHORANCA;-
MT;5105259;Lucas do Rio Verde;51169827;COLEGIO LA SALLE;-
MT;5106265;Novo Mundo;51170833;EE TARLEY ROSSI VILELA;4,2
MT;5106299;Paranaíta;51173808;EE SAO PEDRO;4,3
MT;5102637;Campo Novo do Parecis;51174804;IFMT - CAMPUS CAMPO NOVO DO PARECIS;5,2
MT;5102702;Canarana;51174812;EE PAULO FREIRE;-
MT;5106752;Pontes e Lacerda;51174820;IFMT - CAMPUS PONTES E LACERDA;4,8
MT;5103403;Cuiabá;51175800;IFMT - CAMPUS CUIABA - BELA VISTA;-
MT;5100508;Alto Paraguai;51183803;EE AGUA SANTA;-
MT;5102504;Cáceres;51189801;EE MARIO DUILIO EVARISTO HENRY;-
MT;5103353;Confresa;51190850;EE SOL NASCENTE;-
MT;5107776;Santa Terezinha;51190885;EE ROBERVAL COSTA REIS;-
MT;5105606;Matupá;51190893;EE SENADOR JONAS PINHEIRO;3
MT;5108402;Várzea Grande;51190966;EE LUIS PEDROSO DA SILVA;-
MT;5108402;Várzea Grande;51190974;EE TEREZINHA DE JESUS SILVA;-
MT;5106505;Poconé;51191016;EE ANTONIO GARCIA;2,9
MT;5107354;São José do Xingu;51191024;EE CINCO DE ABRIL;3,3
MT;5103353;Confresa;51191040;EE WALDIR BENTO DA COSTA;-
MT;5103353;Confresa;51191806;EE ANTONIO ALVES DIAS;-
MT;5105150;Juína;51192802;IFMT - CAMPUS JUINA;-
MT;5103353;Confresa;51198819;IFMT - CAMPUS CONFRESA;-
MT;5104542;Itanhangá;51201801;EE JOAQUIM BARBOSA DOS SANTOS;3,3
MT;5106232;Nova Olímpia;51205807;EE PROF FRANCISCA DE SOUZA ALENCAR;2,5
MT;5107958;Tangará da Serra;51205815;EE MARECHAL CANDIDO RONDON;-
MT;5107958;Tangará da Serra;51206803;EE ERNESTO CHE GUEVARA;-
GO;5206404;Crixás;52000028;COLEGIO ESTADUAL JOAO XAVIER FERREIRA;4,7
GO;5206404;Crixás;52000079;COLEGIO ESTADUAL JURANDIR CARDOSO DIAS;4,1
GO;5206404;Crixás;52000087;COLEGIO ESTADUAL MANOEL LINO DE CARVALHO;4,3
GO;5206404;Crixás;52000095;COLEGIO ESTADUAL PRUDENCIO FERREIRA;4,7
GO;5214002;Mozarlândia;52000648;COLEGIO ESTADUAL COSTA E SILVA;4,3
GO;5214051;Mundo Novo;52000842;COLEGIO ESTADUAL OTAVIANO SANTOS CALDAS;3,4
GO;5214838;Nova Crixás;52000931;COLEGIO ESTADUAL ZIZI PERILLO CAIADO;3,5
GO;5215256;Novo Planalto;52001148;COLEGIO ESTADUAL ANA MARIA TORRES;3,9
GO;5220207;São Miguel do Araguaia;52001202;COLEGIO ESTADUAL DR DORIVAL BRANDAO DE ANDRADE;4
GO;5221577;Uirapuru;52001431;COLEGIO ESTADUAL JOSE PEREIRA LEANDRO;3,7
GO;5202155;Araguapaz;52001571;COLEGIO ESTADUAL DARIO SAMPAIO DE PAIVA;4,2
GO;5202502;Aruanã;52001768;COLEGIO ESTADUAL DOM CANDIDO PENSO;4,1
GO;5203807;Britânia;52001954;COLEGIO ESTADUAL ALFREDO NASSER;4
GO;5207535;Faina;52002080;COLEGIO ESTADUAL LINDOLFO MENDES DA CUNHA;4
GO;5208905;Goiás;52002586;COLEGIO ALTERNATIVO - COOPECIGO;6,4
GO;5208905;Goiás;52002594;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ALCIDE JUBE;4,4
GO;5208905;Goiás;52002608;CPMG UNIDADE JOAO AUGUSTO PERILLO;5,2
GO;5208905;Goiás;52002691;COLEGIO ESTADUAL DE APLICACAO PROFESSOR MANUEL CAIADO;4,5
GO;5208905;Goiás;52003361;COLEGIO ESTADUAL DR ALBION DE CASTRO CURADO;3,4
GO;5211008;Itapirapuã;52003442;COLEGIO ESTADUAL ILIDIA MARIA PERILLO CAIADO;4
GO;5211008;Itapirapuã;52003752;COLEGIO ESTADUAL MARECHAL RIBAS JUNIOR;4,1
GO;5212204;Jussara;52003787;COLEGIO ESTADUAL DOM BOSCO;5,2
GO;5212204;Jussara;52003833;COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS;4,3
GO;5212204;Jussara;52003850;COLEGIO ESTADUAL DA POLICIA MILITAR UNIDADE MARIA TEREZA GARCIA NETA BENTO - CEPMG;5,3
GO;5212204;Jussara;52003868;COLEGIO ESTADUAL MAL RONDON;-
GO;5212956;Matrinchã;52004260;COLEGIO ESTADUAL ALCIDES RAMOS JUBE;4,5
GO;5212956;Matrinchã;52004279;COLEGIO ESTADUAL ARTHUR DA COSTA E SILVA;3,9
GO;5219258;Santa Fé de Goiás;52004414;COLEGIO ESTADUAL GABRIEL JOSE DE MOURA;3,7
GO;5201702;Aragarças;52004589;COLEGIO ESTADUAL DR RUBENS C DE AGUIRRE;3,7
GO;5201702;Aragarças;52004643;COLEGIO ESTADUAL MELQUIADES VICTOR DE OLIVEIRA;4,1
GO;5202353;Arenópolis;52004805;COLEGIO ESTADUAL ALFREDO NASSER;4,1
GO;5203104;Baliza;52004910;COLEGIO ESTADUAL DONA DOQUINHA;-
GO;5203401;Bom Jardim de Goiás;52005097;COLEGIO ESTADUAL LEONIDIO CASTRO E SILVA;4,1
GO;5207105;Diorama;52005321;COLEGIO ESTADUAL DONA EVA;-
GO;5213707;Montes Claros de Goiás;52005500;COLEGIO ESTADUAL FRANCISCO MODESTO DA SILVA;4,8
GO;5217203;Piranhas;52005720;COLEGIO ESTADUAL MARIA EULALIA DE JESUS PORTILHO;-
GO;5200555;Alto Horizonte;52006034;COLEGIO ESTADUAL JOAO GONCALVES FILHO;4,1
GO;5204656;Campinaçu;52006085;COLEGIO ESTADUAL SENADOR TEOTONIO VILELA;3,8
GO;5204706;Campinorte;52006387;COLEGIO ESTADUAL DEOCLIDES MARTINS DA COSTA;4,3
GO;5204953;Campos Verdes;52006638;COLEGIO ESTADUAL EDMUNDO ROCHA;3,7
GO;5207501;Estrela do Norte;52006751;COLEGIO ESTADUAL MINISTRO PETRONIO PORTELLA;4,2
GO;5207501;Estrela do Norte;52006760;COLEGIO ESTADUAL VALDOMIRO LOPES REZENDE;-
GO;5208103;Formoso;52006816;COLEGIO ESTADUAL CASTRO ALVES;4,5
GO;5212808;Mara Rosa;52007022;COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO;4,7
GO;5200829;Amaralina;52007065;COLEGIO ESTADUAL JOSINO SILVA;3,7
GO;5213087;Minaçu;52007642;COLEGIO SESI SAMA;6
GO;5213087;Minaçu;52007669;COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA;-
GO;5213087;Minaçu;52007715;COLEGIO ESTADUAL MINISTRO SANTIAGO DANTAS;3,5
GO;5213087;Minaçu;52008312;COLEGIO ESTADUAL SANTO ANTONIO DE CANA BRAVA;3,9
GO;5213772;Montividiu do Norte;52008320;COLEGIO ESTADUAL CHICO MENDES;4,5
GO;5213772;Montividiu do Norte;52008339;COLEGIO ESTADUAL DA MATA AZUL;3,7
GO;5214101;Mutunópolis;52008487;COLEGIO ESTADUAL JOAO TEODORO DE OLIVEIRA;4,7
GO;5214606;Niquelândia;52008657;COLEGIO ESTADUAL PAULO FRANCISCO DA SILVA;3,9
GO;5214606;Niquelândia;52008681;COLEGIO ESTADUAL JOAQUIM MARIA DE GODOI;4,4
GO;5214606;Niquelândia;52008746;COLEGIO ESTADUAL THOMAZ ADORNO;3,9
GO;5214606;Niquelândia;52010139;ESCOLA SESI VOTORANTIM METAIS;5,2
GO;5214879;Nova Iguaçu de Goiás;52010171;ESCOLA ESTADUAL MARECHAL COSTA E SILVA;4,1
GO;5218003;Porangatu;52010287;COLEGIO ESTADUAL STELLANIS KOPANAKIS PACHECO;3,1
GO;5203575;Bonópolis;52010295;COLEGIO ESTADUAL MACOB RODRIGUES GALVAO;-
GO;5218003;Porangatu;52010309;COLEGIO ESTADUAL PROFESSOR WALDEMAR LOPES DO AMARAL BRITO;-
GO;5218003;Porangatu;52010368;COLEGIO DA POLICIA MILITAR DE GOIAS TOMAZ MARTINS DA CUNHA;5,4
GO;5219605;Santa Tereza de Goiás;52010961;COLEGIO ESTADUAL DR MARCO AURELIO;4,8
GO;5219704;Santa Terezinha de Goiás;52011089;COLEGIO ESTADUAL SAO GERALDO;4,1
GO;5219704;Santa Terezinha de Goiás;52011135;COLEGIO ESTADUAL MARIA LOPES MARTINS;4,5
GO;5221452;Trombas;52011500;COLEGIO ESTADUAL DEPUTADO JOSE PORFIRIO;3,7
GO;5221601;Uruaçu;52011747;COLEGIO ESTADUAL ALFREDO NASSER;4
GO;5221601;Uruaçu;52011763;COLEGIO ESTADUAL POLIVALENTE DR SEBASTIAO GONCALVES DE ALMEIDA;-
GO;5221601;Uruaçu;52011771;COLEGIO NOSSA SENHORA APARECIDA;5,8
GO;5204706;Campinorte;52012379;COLEGIO ESTADUAL MARCIONILIO FRANCISCO MENDONCA;-
GO;5200605;Alto Paraíso de Goiás;52012409;COLEGIO ESTADUAL MOISES NUNES BANDEIRA;-
GO;5204904;Campos Belos;52012581;COLEGIO ESTADUAL POLIVALENTE PROFESSORA ANTUSA;4,7
GO;5204904;Campos Belos;52012620;COLEGIO ESTADUAL FELISMINA CARDOSO BATISTA;4,1
GO;5204904;Campos Belos;52012638;COLEGIO ESTADUAL MARIANO BARBOSA JUNIOR;4
GO;5205307;Cavalcante;52012905;COLEGIO ESTADUAL ELIAS JORGE CHEIM;-
GO;5205521;Colinas do Sul;52013430;COLEGIO ESTADUAL JOAQUIM TOMAZ FERREIRA DA SILVA;3,9
GO;5213509;Monte Alegre de Goiás;52013570;COLEGIO ESTADUAL ANTONIO JOSE DE OLIVEIRA;3,8
GO;5213509;Monte Alegre de Goiás;52013650;COLEGIO ESTADUAL PROFESSOR IRANY NUNES DO PRADO;3,8
GO;5214903;Nova Roma;52013880;COLEGIO ESTADUAL MAL HUMBERTO DE ALENCAR CASTELO BRANCO;4,2
GO;5220009;São João d'Aliança;52014088;COLEGIO ESTADUAL FREDERICO BERNARDES RABELO;4,1
GO;5221080;Teresina de Goiás;52014398;COLEGIO ESTADUAL JOAQUIM DE SOUZA FAGUNDES;4
GO;5203203;Barro Alto;52014517;COLEGIO ESTADUAL GUARACIABA AUGUSTA DA SILVA;4,3
GO;5219456;Santa Rita do Novo Destino;52014550;COLEGIO ESTADUAL LAURENTINO MARTINS RODRIGUES;5,2
GO;5203203;Barro Alto;52014584;COLEGIO ESTADUAL TIRADENTES;5,1
GO;5220280;São Patrício;52015033;COLEGIO ESTADUAL BALTAZAR PARREIRA;3,7
GO;5205000;Carmo do Rio Verde;52015041;COLEGIO ESTADUAL MARIA ASSUNCAO DE AZEVEDO;4,1
GO;5205406;Ceres;52015360;COLEGIO ESTADUAL JOAO XXIII;4,6
GO;5210158;Ipiranga de Goiás;52015386;COLEGIO ESTADUAL SETE DE SETEMBRO;4,6
GO;5208608;Goianésia;52015807;COLEGIO ESTADUAL JALLES MACHADO;4,5
GO;5208608;Goianésia;52015815;COLEGIO DA POLICIA MILITAR DE GOIAS JOSE CARRILHO;5,4
GO;5208608;Goianésia;52015823;COLEGIO ESTADUAL LAURENTINO MARTINS;4,3
GO;5209291;Guaraíta;52016790;COLEGIO ESTADUAL GEORGINA RODRIGUES COELHO;4,8
GO;5209457;Guarinos;52016900;COLEGIO ESTADUAL MANOEL DE OLIVEIRA PENNA;4,4
GO;5209804;Hidrolina;52017109;COLEGIO ESTADUAL ALFREDO NASSER;4
GO;5210901;Itapaci;52017303;COLEGIO ASSUNCAO;5
GO;5210901;Itapaci;52017311;COLEGIO ESTADUAL GERALDA ANDRADE MARTINS;3,9
GO;5211206;Itapuranga;52017575;COLEGIO ESTADUAL DE ITAPURANGA;-
GO;5211206;Itapuranga;52017583;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;4,6
GO;5211206;Itapuranga;52017737;COLEGIO ESTADUAL VILA SAO JOSE;3,5
GO;5213855;Morro Agudo de Goiás;52018172;COLEGIO ESTADUAL RAMIRO PEDRO;3,8
GO;5214705;Nova América;52018318;COLEGIO ESTADUAL ALVAMIR FARIA DOS ANJOS;5
GO;5214861;Nova Glória;52018393;COLEGIO ESTADUAL ANTONIO LUIZ LACERDA;4
GO;5214861;Nova Glória;52018415;COLEGIO ESTADUAL HELOISA DE FATIMA VARGAS;4,4
GO;5216908;Pilar de Goiás;52018652;COLEGIO ESTADUAL PILAR DE GOIAS;4
